Booking ID	Reservation Created At	Course Start	Activity	Age Group	Lesson Type	Number of Persons	Number of Days	Equipment Included	Customer Name	Email	Phone	List Price	OnLine Disctount	Seasonal Discount	Special Discount	Voucher Discount	Voucher Code	Total Price	Currency	Customer Note	Language	Booking Type	CONFIRMED	MANAGEMENT NOTE
4c578f62-444d-41e4-b253-66769cb85a63	2025-10-14T12:36:13.851274Z	2026-02-05	skis	adults	private	3	4	Yes	Pavel Petr	vojtapoledno@gmail.com	420737859524	20350	3.00%	5.00%				18722	CZK	Test test	en	customer	yes	
1906b634-1e0a-484a-9b6e-dd3f7c459047	2025-10-14T13:12:50.927519Z	2026-01-26	skis	children	private	3	5	Yes	Adolf Hitrel	vojtapoledno@gmail.com	420737859524	22930	3.00%	7.00%				20637	CZK	Test	de	customer	no	
bc333342-774e-4e54-baef-480292908c36	2025-11-14T13:08:07.519720Z	2026-01-02	skis	adults	group	3	5	Yes	Pepa Vomáčka	martin@levnelyze.cz	497777777777	21900	3.00%	0				21243	CZK	test čau	de	customer	yes	
da360097-d466-4544-9675-7eec2d15e4d0	2025-09-26T11:18:25.796063Z	2026-01-01	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4093			24.43%			3093	CZK	Pokud to nestačí, tak přidáme skipas se slevou 10%.  Doufáme, že je to pro Vás zajímavé.	cs	office	yes	
565d7071-7187-46d7-b803-0eecec6cb5ac	2025-09-26T06:55:38.971448Z	2025-12-31	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4220	3.00%	0				4093	CZK		cs	customer	yes	
e2211518-8c6a-43f5-b6a9-1146bcf930b5	2025-09-26T08:28:36.286574Z	2025-12-31	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4093			24.43%			3093	CZK	Zasíláme speciální nabídku.	cs	office	yes	
08c5b85b-c6ed-45bd-9858-79a9c571ec2f	2025-09-26T08:30:31.027799Z	2025-12-31	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4093			24.43%			3093	CZK	Pokud to nestačí, tak přidáme skipas se slevou 10%.	cs	office	yes	
5c6ad691-9f55-4906-9ef4-382e7dbffd47	2025-09-26T10:14:49.182458Z	2025-12-31	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4093			24.43%			3093	CZK	Pokud to nestačí, tak přidáme skipas se slevou 10%.	cs	office	no	
ddc9f9ca-1af9-482b-b303-4374f8f5d11e	2025-09-26T11:53:17.014473Z	2025-12-31	skis	adults	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	3093			24.43%			3093	CZK	Pokud to nestačí, tak přidáme skipas se slevou 10%. Atd.	cs	office	yes	
de558ee7-93db-4718-9d83-6b57546bd3c5	2025-12-01T08:46:19.050392Z	2025-12-31	skis	adults	private	1	1	No	Barbora Polednová	bara.polednova@gmail.com	420737164531	3730	3.00%	0				3618	CZK		cs	customer	yes	
5b5bfe52-a7d1-474a-9b68-5413e8b89bb5	2025-12-01T08:50:16.815385Z	2025-12-31	skis	adults	private	1	1	No	Barbora Polednová	bara.polednova@gmail.com	420737164531	3618			10.00%			3256	CZK	tady máš navíc	cs	office	yes	
8f675768-5020-4b12-92b3-ae31b8540b2c	2025-12-02T10:24:43.933366Z	2025-12-28	snowboard	adults	private	2	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	15462			10.00%			13916	CZK	we have updated your offer	en	office	no	
3e111167-37e2-409a-abbd-873f2604caab	2025-12-02T10:22:33.847741Z	2025-12-27	snowboard	adults	private	2	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	15940	3.00%	0				15462	CZK		en	customer-replaced-8f675768-5020-4b12-92b3-ae31b8540b2c		
7800026d-2eee-43e0-9c0d-a7b8feee07fe	2025-10-14T10:19:01.511923Z	2025-12-25	skis	children	group	1	1	No	Vojtěch Poledno	vojtapoledno@gmail.com	420737859524	1390	3.00%	0				1348	CZK		cs	customer	yes	
b0a9f29c-4b04-48d6-b48a-aac0ba8e3326	2025-09-26T19:09:04.559253Z	2025-12-24	skis	adults	private	1	0.5	Yes	Jiří Hylmar 	jiri.hylmar@gmail.com	420736504011	2790	3.00%	0				2706	CZK		en	customer	yes	
29514174-0f0d-4c80-aba8-0d789c00686b	2025-12-04T16:27:37.585889Z	2025-12-23	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	18520	3.00%	0				15186	CZK	voucher	en	customer-replaced-638c8ae1-74f9-4191-bc37-a4fee262d50d		
638c8ae1-74f9-4191-bc37-a4fee262d50d	2025-12-04T16:53:10.759144Z	2025-12-23	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	17964			0			17964	CZK	voucher we confirm your voucher	en	office	yes	
4adcecef-a053-4e07-bc43-2d0733d847dc	2025-12-02T10:04:36.865954Z	2025-12-22	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	17964			15.00%			15269	CZK	new mail server vylepšená nabídka	en	office	yes	
c8a0695d-ab5e-4fec-9ade-a1fa312fd035	2025-12-02T10:00:26.244018Z	2025-12-21	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	18520	3.00%	7.00%				16668	CZK	new mail server	en	customer-replaced-4adcecef-a053-4e07-bc43-2d0733d847dc		
326f1466-d849-4162-9f2a-31c8d4974aa5	2025-12-06T13:48:14.788871Z	2025-12-21	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	3.00%	7.00%		0		2151	CZK	single use voucher	en	customer	no	
24e76cf0-1f2d-498b-a85e-3db51e0a2e09	2025-12-06T13:49:26.540409Z	2025-12-21	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	3.00%	7.00%		15.00%	QQG6DV	1793	CZK	single use applied	en	customer	yes	
fd8f724d-1829-4883-bfd4-b320f8339066	2025-12-06T14:05:50.197554Z	2025-12-21	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	3.00%	7.00%		20.00%	6KDFPN	1673	CZK	first use skiclub	en	customer	no	
d2ab09a4-7938-48b5-bc20-00a0a1386aa0	2025-12-06T14:07:56.182996Z	2025-12-21	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	3730	3.00%	7.00%		20.00%	6KDFPN	2611	CZK	second use	en	customer	no	
329cee96-9217-47e8-b675-08d67031a730	2025-12-06T14:22:13.714677Z	2025-12-21	skis	children	private	1	0.5	No	Jiří Hylmar	jiri.hylmar@gmail.com	420736504011	2390	0	0		20.00%	6KDFPN	1912	CZK	voucher repeated correct calculation	en	customer	yes	
34fa3c2b-4af1-4dbf-8e65-d354c45aa750	2025-12-01T14:04:03.636507Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4630	3.00%	7.00%				4167	CZK		en	customer	yes	
33aecd06-aa25-4f1c-9509-4ded849203f9	2025-12-02T09:12:21.863175Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4167			20.00%			3334	CZK	Changed, cancel old	en	office		
33b3c484-feaa-49ef-90a4-861b649209cc	2025-12-02T09:23:32.359646Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4167			25.00%			3125	CZK	second try modified booking	en	office		
cdf6163e-cfb2-41fc-92d3-c8d555f311e2	2025-12-02T09:35:36.643579Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4167			25.00%			3125	CZK	second try modified booking  followed by third	en	office-replaced-cc6ca306-ed96-4b46-8ca1-245ab221e93d		
cc6ca306-ed96-4b46-8ca1-245ab221e93d	2025-12-02T09:44:17.554229Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4167			30.00%			2917	CZK	second try modified booking  followed by third by fourth	en	office-replaced-d85dc8ee-3472-4b0d-96c1-4c88e8ba014f		
d85dc8ee-3472-4b0d-96c1-4c88e8ba014f	2025-12-02T09:45:35.657028Z	2025-12-20	skis	children	group	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	4167			35.00%			2709	CZK	second try modified booking  followed by third by fourth by fifth	en	office		
eb9ce671-1624-4d12-a6fe-f864ca557acf	2025-12-06T10:53:54.107563Z	2025-12-20	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	3.00%	7.00%		15.00%	UKULU3	1793	CZK	voucher UKULU3	en	customer	yes	
bd62936a-c1e3-4020-96d2-64aa40a9d8d9	2025-12-07T10:02:54.499277Z	2025-12-20	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	0	0		20.00%	KGLDJ8	1912	CZK	s Filipem	en	customer	yes	
f44898b1-e3b2-4344-870c-5143460594ac	2025-12-04T15:33:50.059984Z	2025-12-11	skis	adults	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	19840	3.00%	20.00%				15277	CZK	TEXT	en	customer		
e2890759-515b-46cb-932c-bd1230df594a	2025-12-06T14:27:11.154682Z	2025-12-07	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	1840			0			1912	CZK	same day voucher we are booked out. tomorrow?	en	office	yes	
0a4a6586-ac97-4121-8430-fed570710cf0	2025-12-05T09:34:24.486710Z	2025-12-06	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	3730	3.00%	20.00%		0		2872	CZK	next day booking	en	customer		
2ca6c564-3c97-477e-aa2e-71eb20abfa6c	2025-12-06T14:25:10.901841Z	2025-12-06	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	3730	0	0		0		3730	CZK	the same day	en	customer	yes-auto	
b6628572-983b-41c9-8079-cf3b6ec185d0	2025-12-06T14:26:02.604275Z	2025-12-06	skis	children	private	1	0.5	No	Jiří Hylmar	info@hylmar.eu	420736504011	2390	0	0		20.00%	6KDFPN	1912	CZK	same day voucher	en	customer-replaced-e2890759-515b-46cb-932c-bd1230df594a	yes-auto	
245ac102-08fc-4c57-8282-8ef3671392da	2025-12-05T09:01:50.267601Z	2025-12-05	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	18520	3.00%	20.00%		0		14260	CZK	zero discount	en	customer		
ed8ab96c-1e3c-429c-8c16-5fde14e2a15c	2025-12-05T09:17:14.193345Z	2025-12-05	skis	children	group	4	3	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	18520	0	0		0		18520	CZK	no discount	en	customer	yes-auto	
059e6132-e7a3-438d-9dac-5c5dfc2e1fba	2025-12-05T09:29:47.377699Z	2025-12-05	skis	children	group	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	1400	0	0		15.00%	SKSQ7E	1190	CZK	zero discount with voucher	en	customer-replaced-2548152d-6754-4b79-ad01-b7a153bacec1	yes-auto	
2548152d-6754-4b79-ad01-b7a153bacec1	2025-12-05T09:31:57.254230Z	2025-12-05	skis	children	group	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420736504011	1400			-15.00%			1400	CZK	zero discount with voucher voucher applied in the same same date is not valid	en	office	yes-auto	
2b93d091-c307-47cf-aa89-ed8365e1de44	2025-12-05T10:00:29.661930Z	2025-12-05	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	3730			0			3730	CZK	today offer from admin	pl	office	yes-auto	
107d5f3a-b3c9-4860-9fff-1517de9b421f	2025-11-14T13:08:33.136675Z	2025-11-28	skis	children	private	3	1	No	Pepa Vomáčka	martin@levnelyze.cz	420777777777	4630	3.00%	35.00%				2871	CZK	test	cs	customer		
990d4ea3-c6da-469f-9d2c-4658258af367	2025-11-14T13:54:44.354587Z	2025-11-22	snowboard	adults	private	1	2	Yes	Pepa Vomáčka	martin@levnelyze.cz	497777777777	8050	3.00%	35.00%				4991	CZK	test	pl	customer		
681d25de-4e6c-4961-9785-23684d2d884b	2025-11-21T06:45:59.024738Z	2025-11-22	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	3730	3.00%	35.00%				2313	CZK	Implementace textu	cs	customer		
5dbef663-8026-4fa4-a4dc-1e8befc6b986	2025-11-21T06:51:54.105404Z	2025-11-22	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420736504011	2313			20.00%			1850	CZK	Implementace textu. Ze strany admina	cs	office		
77d1b1a4-30a8-43ab-83e4-24924d8780c9	2025-11-12T07:29:44.665622Z	2025-11-15	skis	children	private	1	1	No	Pepa Vomáčka	martin@levnelyze.cz	420777777777	2313			10.00%			2082	CZK	změna rfg	cs	office		
5535c9c1-f091-4f56-9213-aa9e2b55a804	2025-11-12T07:27:34.527053Z	2025-11-14	skis	children	private	1	1	No	Pepa Vomáčka	martin@levnelyze.cz	420777777777	3730	3.00%	35.00%				2313	CZK	test	cs	customer		
cdc4d0e0-22d6-404d-9a25-1f4c04f950ad	2025-11-11T11:58:10.923788Z	2025-11-13	skis	children	group	1	2	No	Pepa Vomáčka	vse-Mh@post.cz	420777777777	2450	3.00%	35.00%				1519	CZK	test	cs	customer		
8d1607f0-106a-4d93-be99-ccd04f14d367	2025-11-11T12:02:50.905031Z	2025-11-13	skis	children	group	1	2	No	Pepa Vomáčka	vse-Mh@post.cz	420777777777	1519			0			1519	CZK	test 2	cs	office		
69120d63-9a7d-42e9-8ab6-11791bd3bff3	2025-11-12T07:25:44.824579Z	2025-11-13	skis	children	group	1	2	Yes	Pepa Vomáčka	vse-Mh@post.cz	420777777777	3210	3.00%	35.00%				1990	CZK		cs	customer		
7eef4f63-1b84-4b2b-b662-0aaf8b7dbded	2025-10-14T05:41:38.977991Z	2025-10-29	skis	children	group	2	1	No	Jiří Hylmar	jjiri.hylmar@gmail.com	420736504011	2780	3.00%	35.00%				1724	CZK	Production User	en	customer		
5434c05a-70b4-4748-8dc5-dbc562f9b849	2025-10-14T05:42:39.823328Z	2025-10-29	skis	children	group	2	1	No	Jiří Hylmar	jjiri.hylmar@gmail.com	420736504011	1724			20.00%			1379	CZK	Reply from admin Production User	en	office		
b9229c81-779f-499d-bba3-cec747d343be	2025-10-14T05:10:39.739542Z	2025-10-20	skis	children	private	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	11080	3.00%	35.00%				6870	CZK		en	customer		
5c78ed22-5ed9-426f-af18-84e654bc574e	2025-10-14T05:12:49.500153Z	2025-10-20	skis	children	private	1	3	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	6870			20.00%			5496	CZK	The best offer	en	office		
991d1567-64f7-4224-8c80-d28316c295d2	2025-09-26T12:39:48.047578Z	2025-10-18	skis	children	private	1	3	No	Jiří Hylmar	info@hylmar.eu	420771234565	6163			0			6163	CZK	patý uprava   další test	cs	office		
40a7c073-6c3c-42b0-b056-b020f1e0e44d	2025-10-13T16:21:29.433562Z	2025-10-16	skis	children	private	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	2700	3.00%	35.00%				1674	CZK	User template 5	en	customer		
8facccd4-c5a9-4b20-85e2-77aacb27d40a	2025-10-13T16:23:15.978864Z	2025-10-16	skis	children	private	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	1674			14.93%			1424	CZK	Response from the admin User template 5	en	office		
227d3cd6-707c-4779-a9fc-e641d6715715	2025-10-13T16:20:00.839175Z	2025-10-15	skis	children	private	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	2700	3.00%	35.00%				1674	CZK	User template 3	en	customer		
9c3b2a0f-5369-4e03-83bc-908847fec2dd	2025-10-13T16:18:07.872958Z	2025-10-14	skis	children	private	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	2700	3.00%	35.00%				1674	CZK	User template 2	en	customer		
6b4d31ab-056e-4f4f-a303-a557902f4d87	2025-10-13T15:49:32.550065Z	2025-10-13	skis	children	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	4110	3.00%	35.00%				2548	CZK	Email template user	en	customer		
e5c07cf8-4af4-44ff-8a71-732fbba87435	2025-10-13T15:50:49.807416Z	2025-10-13	skis	children	private	1	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	2548			19.62%			2048	CZK	Email template admin Email template user	en	office		
8caa8251-a99c-4967-8344-00ea695c4db2	2025-09-26T12:33:41.026255Z	2025-10-11	skis	children	private	1	3	No	Jiří Hylmar	info@hylmar.eu	420771234565	9940	3.00%	35.00%				6163	CZK	patý	cs	customer		
94c44888-5485-4889-9f2b-8be1f48b03c3	2025-09-26T12:34:45.106033Z	2025-10-11	skis	children	private	1	3	No	Jiří Hylmar	info@hylmar.eu	420771234565	6163			0			6163	CZK	patý uprava	cs	office		
45f677ff-29f7-4389-9866-316d1a796303	2025-09-26T06:51:18.433449Z	2025-10-04	skis	adults	private	1	0.5	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	2790	3.00%	35.00%				1730	CZK		cs	customer		
f1d053d0-0535-4a2e-8b18-7ca019734b0b	2025-09-26T12:13:37.794991Z	2025-10-03	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420771234565	3730	3.00%	35.00%				2313	CZK	rebuild	cs	customer		
c8a10ae3-806a-4e83-8e4b-27e4e6c84da0	2025-09-26T12:08:51.480293Z	2025-10-02	skis	children	private	1	1	No	Jiří Hylmar	info@hylmar.eu	420771234565	3730	3.00%	35.00%				2313	CZK	note	cs	customer		
d221b508-9fc3-4187-a32e-fba818688481	2025-09-26T12:28:04.922266Z	2025-09-28	skis	children	private	2	3	No	Jiří Hylmar	info@hylmar.eu	420771234564	7837			0			7837	CZK	3 test  menime termin	cs	office		
202157e6-50e5-46d8-bbbc-741a8c4e99e4	2025-09-26T12:25:07.382499Z	2025-09-27	skis	adults	group	2	1	Yes	Test Google Sheets	test@example.com	123456789	2800	3.00%	35.00%				1736	CZK	testing google sheets integration	en	customer		
ccea53fc-c6ef-46f9-8bd4-799ad78b51d8	2025-09-26T12:31:41.649374Z	2025-09-27	skis	adults	group	2	1	Yes	Test Frontend Fix	test@example.com	123456789	2800	3.00%	35.00%				1736	CZK	testing after frontend restart	en	customer		
bb16b89b-40d7-4a4c-b683-87951bcb3379	2025-09-26T11:58:58.427772Z	2025-09-27	skis	children	private	3	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	5390	3.00%	35.00%				3342	CZK	první zákazník	cs	customer		
67de8a93-a596-4e7a-9105-3ea199cde6c0	2025-09-26T12:21:32.019590Z	2025-09-27	skis	children	private	3	1	Yes	Jiří Hylmar	info@hylmar.eu	420771234565	3342			50.00%			1671	CZK	druhý zákazníka	cs	office	yes	svornost
0b567c53-a3ea-4b7b-8cc4-96cb0b61fdf7	2025-09-26T12:25:50.387647Z	2025-09-27	skis	children	private	2	3	No	Jiří Hylmar	info@hylmar.eu	420771234564	12640	3.00%	35.00%				7837	CZK	3 test	cs	customer		
75c160d6-0c9f-4584-b532-ba1e08a4ccc2	2025-09-26T12:18:18.738862Z	2025-09-26	skis	children	private	1	3	No	Jiří Hylmar	info@hylmar.eu	420771234565	9940	3.00%	35.00%				6163	CZK	rebiuld all	cs	customer	yes	yetti
4679f08e-f9cc-4a14-945c-6fad7d53a644	2025-09-26T12:41:01.010256Z	2025-09-26	skis	children	private	1	4	No	Jiří Hylmar	info@hylmar.eu	420771234565	12830	3.00%	35.00%				7955	CZK	front 8	cs	customer	yes	schváleno Martin
5b2d4c3f-1c08-4d5c-b8e3-5b63b0433c94	2025-09-26T12:44:27.772264Z	2025-09-26	skis	children	private	1	4	No	Jiří Hylmar	info@hylmar.eu	420771234565	7955			0			7955	CZK	front 8 amid	cs	office		
887b457b-4795-4d4f-85ec-f41804cd3d62	2025-09-26T11:51:09.801627Z	2025-01-15	skis	adults	group	2	1	Yes	Test User	test@example.com	123456789	1200	0	0				1200	CZK		en	customer	yes	
883acad4-1fdb-4376-9f8d-ddedc454fa11	2025-09-26T11:52:12.215727Z	2025-01-15	skis	adults	group	2	1	Yes	Test Admin User	admin@example.com	987654321	1500			0			1500	CZK	Test offer notes	en	office	yes	
